Month,Day,Year,date,precip,wnd,solr,rh,pet,atmp,dpnt,stmp4,stmp8
5,29,2013,5/29/2013,0,17,20.97,84.7,0.17,14.88888889,12.22222222,15.61111111,14.88888889
5,30,2013,5/30/2013,0,8.1,31.35,69.6,0.24,13.88888889,7.722222222,15.38888889,14.61111111
5,31,2013,5/31/2013,0,9.5,30.2,74.8,0.25,17,12.11111111,15.72222222,14.77777778
6,1,2013,6/1/2013,2.0828,16.8,6.55,96.8,0.05,17.88888889,17.38888889,16.27777778,15.22222222
6,2,2013,6/2/2013,0.5588,11.9,28.22,86.4,0.24,19.88888889,17.27777778,17.22222222,15.88888889
6,3,2013,6/3/2013,0,12.4,18.25,93.2,0.14,15.88888889,14.72222222,16.77777778,16
6,4,2013,6/4/2013,0,11.8,18.36,90.4,0.14,13.77777778,12.22222222,16,15.61111111
6,5,2013,6/5/2013,0,10.6,30.25,80.7,0.26,18.22222222,14.38888889,15.72222222,15.11111111
6,6,2013,6/6/2013,0.4572,12,12.92,98.1,0.11,19.88888889,19.61111111,17.27777778,16
6,7,2013,6/7/2013,0.0254,13.4,23.13,93.6,0.19,17.88888889,16.77777778,17.72222222,16.61111111
6,8,2013,6/8/2013,0.4572,9.1,15.68,95,0.12,16.27777778,15.38888889,17.22222222,16.38888889
6,9,2013,6/9/2013,0.1016,14.4,8.5,99.6,0.07,16.61111111,16.5,17,16.22222222
6,10,2013,6/10/2013,0.7366,10.4,10.66,98.9,0.08,17,16.88888889,17.27777778,16.27777778
6,11,2013,6/11/2013,0,8.1,17.89,96.3,0.15,18.5,17.88888889,17.61111111,16.61111111
6,12,2013,6/12/2013,0,4,24.51,86.4,0.21,21.22222222,18.61111111,18,16.77777778
6,13,2013,6/13/2013,0,5.7,25.98,82.6,0.24,24.11111111,20.5,19,17.61111111
6,14,2013,6/14/2013,0,8.4,27.5,77.6,0.26,26.11111111,21.27777778,19.77777778,18.38888889
6,15,2013,6/15/2013,0,6.1,29.19,59.3,0.27,25.5,16.11111111,20,18.77777778
6,16,2013,6/16/2013,2.159,9.7,20.23,82.8,0.19,24.27777778,21,20.5,19.11111111
6,17,2013,6/17/2013,0.0254,12.8,18.39,94.4,0.17,25,24,21.5,19.77777778
6,18,2013,6/18/2013,0,10,20.01,93.3,0.18,23.38888889,22.22222222,21.5,20.11111111
6,19,2013,6/19/2013,0,6.8,28.89,88.3,0.26,23.61111111,21.38888889,21.11111111,20
6,20,2013,6/20/2013,0,5.6,27.81,87.5,0.25,24.5,22,21.22222222,20.22222222
6,21,2013,6/21/2013,0,10.1,19.71,90.4,0.18,26.22222222,24.38888889,21.72222222,20.61111111
6,22,2013,6/22/2013,0,9.7,19.16,87,0.18,26,23.61111111,22.22222222,21
6,23,2013,6/23/2013,1.8796,8.2,19.63,92.8,0.18,24.61111111,23.27777778,22.22222222,20.88888889
6,24,2013,6/24/2013,0,11.2,26.32,91.6,0.24,23,21.5,22.5,21.22222222
6,25,2013,6/25/2013,0,8.1,31.4,77.1,0.27,19,14.38888889,20.88888889,20.38888889
6,26,2013,6/26/2013,0.0254,5.9,31.19,73.8,0.28,21.38888889,16,20.61111111,19.77777778
6,27,2013,6/27/2013,0,4.5,31.03,74,0.28,23.77777778,18.27777778,21.11111111,20.11111111
6,28,2013,6/28/2013,0,5.3,30.3,74.9,0.28,25.61111111,20.22222222,21.72222222,20.5
6,29,2013,6/29/2013,0,10.5,29.18,79.6,0.28,26.5,22.38888889,22.22222222,20.88888889
6,30,2013,6/30/2013,0,7.8,25.41,79.1,0.24,27.88888889,23.61111111,22.77777778,21.38888889
7,1,2013,7/1/2013,0,5.9,20.65,70.8,0.19,25.22222222,19.22222222,22.72222222,21.5
7,2,2013,7/2/2013,0,10.9,27.9,76.6,0.27,23.72222222,18.88888889,22,21
7,3,2013,7/3/2013,0,9.7,31.38,68.4,0.28,19.72222222,12.77777778,21.11111111,20.38888889
7,4,2013,7/4/2013,0.0254,5,31.29,62.7,0.27,18.77777778,10.5,20.22222222,19.61111111
7,5,2013,7/5/2013,0,3.8,31.29,63.1,0.28,21.38888889,13.27777778,20.38888889,19.5
7,6,2013,7/6/2013,0,6.4,30.41,68,0.28,23.72222222,16.88888889,20.88888889,19.88888889
7,7,2013,7/7/2013,0.0254,6.4,23.54,77.2,0.22,26,21.5,22,20.61111111
7,8,2013,7/8/2013,0.0254,8.2,19.79,75.7,0.18,22.11111111,17.11111111,21.61111111,20.5
7,9,2013,7/9/2013,0,10.1,23.57,75.2,0.21,18.61111111,13.72222222,20.22222222,19.77777778
7,10,2013,7/10/2013,0,4.8,27.7,73.7,0.23,17.72222222,12.38888889,19.27777778,19
7,11,2013,7/11/2013,0,6.5,31.32,68.4,0.28,20.11111111,13.38888889,19.88888889,19
7,12,2013,7/12/2013,0,6.5,24.36,75.3,0.22,22,17,20.5,19.38888889
7,13,2013,7/13/2013,0,9.6,27.22,77.6,0.25,23.11111111,18.5,21.11111111,19.88888889
7,14,2013,7/14/2013,1.6764,5.2,7.47,96.3,0.06,19.11111111,18.38888889,20.61111111,19.72222222
7,15,2013,7/15/2013,0,8.9,27.59,90.2,0.24,21.38888889,19.5,20.38888889,19.5
7,16,2013,7/16/2013,0.1778,8.8,22.9,91.5,0.21,24.22222222,22.61111111,21.38888889,20.11111111
7,17,2013,7/17/2013,0,11.1,22.01,91.4,0.2,25.72222222,24.11111111,22,20.77777778
7,18,2013,7/18/2013,0,15.5,23.07,89.3,0.22,28.27777778,26.27777778,23.11111111,21.5
7,19,2013,7/19/2013,0,12.7,25.99,91.1,0.24,26,24.38888889,23.77777778,22.22222222
7,20,2013,7/20/2013,0,8.4,19.45,86.7,0.17,21,18.61111111,22.22222222,21.27777778
7,21,2013,7/21/2013,2.9718,9.7,4.17,99.3,0.03,17,16.88888889,20.72222222,20.38888889
7,22,2013,7/22/2013,0,5.6,20.01,97,0.16,17.88888889,17.38888889,19.88888889,19.61111111
7,23,2013,7/23/2013,1.2192,7.7,28.04,91.1,0.25,21,19.38888889,20.72222222,19.88888889
7,24,2013,7/24/2013,0.889,9.1,22.95,95.1,0.2,21.27777778,20.38888889,20.88888889,20.22222222
7,25,2013,7/25/2013,0,7.4,28.47,92.5,0.24,18.88888889,17.61111111,20.61111111,20.11111111
7,26,2013,7/26/2013,0,4.4,27.67,89.6,0.24,20.11111111,18.11111111,20.38888889,19.88888889
7,27,2013,7/27/2013,0,4.5,20.78,91.5,0.18,20.77777778,19.22222222,21,20.27777778
7,28,2013,7/28/2013,0.7874,5.5,18.77,94.8,0.16,21.5,20.61111111,21.38888889,20.61111111
7,29,2013,7/29/2013,0.0254,6.9,23.27,95.5,0.2,22,21.22222222,21.61111111,20.88888889
7,30,2013,7/30/2013,0,7.8,24.24,88.3,0.21,20.27777778,18.11111111,21.61111111,20.88888889
7,31,2013,7/31/2013,0,7.1,27.2,73.7,0.24,19.22222222,13.77777778,20.77777778,20.27777778
8,1,2013,8/1/2013,0,3.3,21.55,78.9,0.18,18.77777778,14.77777778,20.38888889,20
8,2,2013,8/2/2013,0,3.5,23.23,76,0.2,20.27777778,15.38888889,20.5,19.88888889
8,3,2013,8/3/2013,0,4.4,26.88,76,0.24,21.61111111,16.72222222,21,20.22222222
8,4,2013,8/4/2013,0,6.7,20.58,78.4,0.19,22.77777778,18.61111111,21.72222222,20.72222222
8,5,2013,8/5/2013,0,10,26.6,77.2,0.25,26.22222222,21.61111111,22.5,21.27777778
8,6,2013,8/6/2013,0,8.1,26.94,78.4,0.26,27,22.61111111,23.38888889,22
8,7,2013,8/7/2013,0,6.7,23.68,83.2,0.22,26.5,23.22222222,23.77777778,22.5
8,8,2013,8/8/2013,0,8.4,26.61,76.4,0.24,22.88888889,18,23.38888889,22.38888889
8,9,2013,8/9/2013,0,4.8,28,69.8,0.25,19.22222222,12.72222222,21.61111111,21.11111111
8,10,2013,8/10/2013,0,3.1,25.05,69.9,0.22,19.72222222,13.5,21.11111111,20.38888889
8,11,2013,8/11/2013,0.0254,5.6,9.84,79.9,0.08,19.77777778,16.11111111,21.11111111,20.38888889
8,12,2013,8/12/2013,0,6.4,24.79,78.3,0.22,20.72222222,16.38888889,21,20.27777778
8,13,2013,8/13/2013,0,4.8,26.33,77.6,0.24,21.11111111,16.5,21.11111111,20.27777778
8,14,2013,8/14/2013,0.0254,8.7,24.38,75.8,0.22,22.38888889,17.5,21.27777778,20.38888889
8,15,2013,8/15/2013,0,6.6,24.96,78.2,0.22,21,16.72222222,21.61111111,20.61111111
8,16,2013,8/16/2013,0,3.5,23.71,76.1,0.2,19.11111111,14.27777778,20.88888889,20.11111111
8,17,2013,8/17/2013,2.5908,6.3,7.72,89.7,0.06,19.11111111,17.38888889,20.72222222,20
8,18,2013,8/18/2013,1.4478,6.1,8.2,93.3,0.07,20.5,19.38888889,20.77777778,20.11111111
8,19,2013,8/19/2013,0,7.8,23.54,84.1,0.22,24.27777778,21.22222222,21.61111111,20.61111111
8,20,2013,8/20/2013,0,6.9,23.98,84.2,0.22,25.38888889,22.38888889,22.77777778,21.5
8,21,2013,8/21/2013,0,4.8,23.49,81.9,0.22,25.27777778,21.72222222,23.27777778,22.11111111
8,22,2013,8/22/2013,0,6.7,22.83,82.3,0.21,25,21.5,23.5,22.27777778
8,23,2013,8/23/2013,1.397,5.2,18.63,86.3,0.17,22.5,20,23.27777778,22.27777778
8,24,2013,8/24/2013,0,5.4,26.27,78,0.23,20.5,16.11111111,22.22222222,21.61111111
8,25,2013,8/25/2013,0,4,25,79.6,0.22,21.11111111,17,22.11111111,21.27777778
8,26,2013,8/26/2013,0,3.3,23.1,80.4,0.21,22.27777778,18.27777778,22.27777778,21.38888889
8,27,2013,8/27/2013,1.0414,6,22.02,85.7,0.19,21.61111111,19,22.27777778,21.5
8,28,2013,8/28/2013,0,5.3,20.86,86,0.18,20.27777778,17.61111111,22,21.27777778
8,29,2013,8/29/2013,0,5.3,22.26,79.8,0.2,19.61111111,15.72222222,21.27777778,20.72222222
8,30,2013,8/30/2013,0,3.3,22.89,82.6,0.2,19.27777778,16,20.88888889,20.27777778
8,31,2013,8/31/2013,0.0254,4.6,21.86,79.9,0.19,21.11111111,17.22222222,21.27777778,20.38888889
9,1,2013,9/1/2013,0,4.6,23.94,74.4,0.21,20.88888889,15.5,21.27777778,20.61111111
9,2,2013,9/2/2013,0,4.1,21.3,76.7,0.19,21.27777778,16.5,21.22222222,20.38888889
9,3,2013,9/3/2013,0,3.4,17.37,83.5,0.15,21.5,18.38888889,21.5,20.5
9,4,2013,9/4/2013,0,4.7,21.7,78.5,0.2,21.5,17.11111111,21.27777778,20.5
9,5,2013,9/5/2013,0,6.3,22.13,73.2,0.2,21.88888889,16.27777778,21.22222222,20.38888889
9,6,2013,9/6/2013,0.0254,5.2,17.12,81.4,0.15,22.61111111,19,21.38888889,20.5
9,7,2013,9/7/2013,0,3.8,15.34,89.6,0.13,22.11111111,20.27777778,21.77777778,20.77777778
9,8,2013,9/8/2013,0.4826,3.9,11.78,90.1,0.1,20.61111111,18.77777778,21.5,20.72222222
9,9,2013,9/9/2013,0,5.8,13.46,89,0.12,20.27777778,18.27777778,21.27777778,20.61111111
9,10,2013,9/10/2013,0,3.4,21.55,83.3,0.19,19.27777778,16.11111111,20.61111111,20.11111111
9,11,2013,9/11/2013,0,7.1,18.71,81.3,0.17,19.88888889,16.27777778,20.11111111,19.61111111
9,12,2013,9/12/2013,0,9.6,22.75,73.1,0.18,14.77777778,9.5,19,19.11111111
9,13,2013,9/13/2013,0,8.9,23.75,76.8,0.18,12.11111111,7.722222222,17.77777778,18.11111111
9,14,2013,9/14/2013,0.0254,7.9,23.52,76.3,0.18,10.72222222,6,16.38888889,16.77777778
9,15,2013,9/15/2013,0,4,13.28,77.2,0.1,13.22222222,8.888888889,16.22222222,16.27777778
9,16,2013,9/16/2013,0.0254,11.1,7.01,84.7,0.06,14.11111111,11.5,16.61111111,16.5
9,17,2013,9/17/2013,0,8.2,17.23,80.8,0.14,14,10.38888889,16,16.11111111
9,18,2013,9/18/2013,0,5.6,20.33,76.6,0.16,14.38888889,9.722222222,16.11111111,16
9,19,2013,9/19/2013,0,4.9,21.74,73.9,0.18,14.11111111,8.5,16.11111111,16
9,20,2013,9/20/2013,0.0254,6.7,6.25,87.7,0.05,15.5,13.38888889,16.38888889,16.11111111
9,21,2013,9/21/2013,0,4.7,11.58,80.9,0.1,16.61111111,12.77777778,17,16.5
9,22,2013,9/22/2013,0,9,20.93,67.4,0.18,16,8.777777778,16.38888889,16.27777778
9,23,2013,9/23/2013,0.0254,4.6,4.81,85.5,0.04,14.22222222,11.72222222,16,15.88888889
9,24,2013,9/24/2013,0,8,20.8,72.5,0.17,15.22222222,9.388888889,16.27777778,16.11111111
9,25,2013,9/25/2013,0,7.4,15.15,65.9,0.12,13.5,6.5,15.27777778,15.38888889
9,26,2013,9/26/2013,1.7018,13.9,2.05,85.8,0.02,16.77777778,14.27777778,15.88888889,15.61111111
9,27,2013,9/27/2013,0.635,10,5.12,91.2,0.04,12.22222222,10.77777778,16.11111111,16
9,28,2013,9/28/2013,0,10.2,16.33,76.3,0.13,11,6.388888889,14.5,15
9,29,2013,9/29/2013,0,7.7,20.35,66,0.17,13.72222222,6.111111111,13.88888889,14.22222222
9,30,2013,9/30/2013,0,7.3,20.07,68.2,0.17,15.22222222,8.388888889,14.38888889,14.27777778
10,1,2013,10/1/2013,0,9.6,15.99,78.9,0.14,16.77777778,12.72222222,15,14.72222222
10,2,2013,10/2/2013,0,12.6,14.48,80.5,0.13,17.5,13.88888889,16.27777778,15.61111111
10,3,2013,10/3/2013,0,8.4,19.92,67,0.14,8.388888889,2,14.77777778,14.77777778
10,4,2013,10/4/2013,0,7.3,18.46,63.2,0.14,9.5,2.222222222,13.72222222,13.72222222
10,5,2013,10/5/2013,0,6.9,18.13,63.8,0.15,13.22222222,5.611111111,13.77777778,13.61111111
10,6,2013,10/6/2013,0,7.1,17.35,76.9,0.15,15,10.38888889,14.5,14.11111111
10,7,2013,10/7/2013,0,8.3,14.68,80.9,0.12,12.88888889,9.277777778,14.5,14.22222222
10,8,2013,10/8/2013,0.0762,9,1.84,92.9,0.01,8.277777778,7.277777778,13.72222222,13.77777778
10,9,2013,10/9/2013,0,5.2,11.8,79.8,0.08,7.888888889,4.111111111,12.38888889,12.77777778
10,10,2013,10/10/2013,0.0254,9.1,6.11,85.5,0.04,8.111111111,5.777777778,12.27777778,12.61111111
10,11,2013,10/11/2013,0,7.6,17.98,73.6,0.13,7.388888889,2.388888889,11.5,12.5
10,12,2013,10/12/2013,0,12.2,16.09,62.9,0.14,15.11111111,7.388888889,12.61111111,13
10,13,2013,10/13/2013,0,12.3,16.3,64.3,0.15,18.5,11.11111111,14,14.11111111
10,14,2013,10/14/2013,0,4.3,15.12,76,0.13,18.38888889,13.72222222,15.22222222,15
10,15,2013,10/15/2013,0,8.9,16.61,70.3,0.15,17.27777778,11,15.77777778,15.61111111
10,16,2013,10/16/2013,0,8.8,11.94,73.5,0.1,17.38888889,12.38888889,15.77777778,15.72222222
10,17,2013,10/17/2013,0.508,15,9.27,76.4,0.08,16.22222222,11.77777778,16,15.88888889
10,18,2013,10/18/2013,0,14.7,17.05,67.5,0.12,6.5,0.111111111,13.11111111,14.27777778
10,19,2013,10/19/2013,0.0254,3.6,17.22,58.6,0.12,5.388888889,-3.388888889,11.22222222,12.72222222
10,20,2013,10/20/2013,0,7.6,12.59,54.9,0.09,8.611111111,-0.722222222,11.11111111,12.22222222
10,21,2013,10/21/2013,0.0254,7,7.09,67.3,0.06,14.38888889,8.277777778,12.38888889,12.61111111
10,22,2013,10/22/2013,1.3208,15.2,2.01,91.3,0.02,13.27777778,11.88888889,13.72222222,13.61111111
10,23,2013,10/23/2013,0.4826,17.3,3.69,90.8,0.02,5,3.611111111,11,12.38888889
10,24,2013,10/24/2013,0,10.2,15.32,77.5,0.11,8.777777778,4.611111111,10.38888889,11.38888889
10,25,2013,10/25/2013,0.0254,13.2,13.95,75.2,0.11,11.72222222,6.888888889,11.11111111,11.77777778
10,26,2013,10/26/2013,0,11.1,6.71,89.4,0.05,15.88888889,14.11111111,12.77777778,12.72222222
10,27,2013,10/27/2013,0,8.6,6.08,88.8,0.05,16.5,14.61111111,14.22222222,14
10,28,2013,10/28/2013,0,6.8,14.25,65.7,0.1,11.22222222,4.611111111,13.61111111,14
10,29,2013,10/29/2013,0.4064,19.3,3.66,81.3,0.03,14.38888889,11.11111111,13.22222222,13.61111111
10,30,2013,10/30/2013,0,22.7,14.17,63.6,0.1,8.111111111,1.5,12.22222222,13
10,31,2013,10/31/2013,0,13.2,13.13,52.9,0.08,3,-6.222222222,9.277777778,11.11111111
11,1,2013,11/1/2013,0,11.6,14.81,56.3,0.08,1.388888889,-6.722222222,8.388888889,10.11111111
11,2,2013,11/2/2013,0.0254,10.5,8.47,74.2,0.04,-3.888888889,-8,6.777777778,8.611111111
11,3,2013,11/3/2013,0,9.4,14.76,64.9,0.09,-0.277777778,-6.888888889,6,7.5
11,4,2013,11/4/2013,0.8382,9.9,5.08,71.3,0.03,4.388888889,-0.722222222,6.611111111,7.5
11,5,2013,11/5/2013,0.1778,7.9,6.96,78.8,0.05,11.22222222,7.5,8.388888889,8.5
11,6,2013,11/6/2013,2.5908,14.1,5.96,91.6,0.05,14.61111111,13.22222222,10.38888889,10
11,7,2013,11/7/2013,0,11.7,1.21,94,0.01,5.111111111,4.277777778,10.5,10.77777778
11,8,2013,11/8/2013,0.0508,12,5.55,90.8,0.03,2.388888889,1.111111111,8.111111111,8.888888889
11,9,2013,11/9/2013,0,13.2,10.44,80.8,0.06,0.777777778,-2.222222222,6.777777778,7.777777778
11,10,2013,11/10/2013,0,10.9,6.79,78.7,0.03,-2,-5.277777778,5.5,6.722222222
11,11,2013,11/11/2013,0,8.5,11.42,69,0.06,-2.777777778,-7.888888889,4.5,5.777777778
11,12,2013,11/12/2013,0,5.6,12.95,68.2,0.06,-4.222222222,-9.388888889,4,5.111111111
11,13,2013,11/13/2013,0,5.8,2.82,70.5,0.01,-2.277777778,-7.111111111,4.222222222,5
11,14,2013,11/14/2013,0,9.8,13.02,70.1,0.07,-3.222222222,-8.277777778,3.722222222,4.722222222
11,15,2013,11/15/2013,0,14.9,4.92,63.8,0.03,0.777777778,-5.5,3.722222222,4.277777778
11,16,2013,11/16/2013,0,17.5,8.88,75,0.06,7.611111111,3.277777778,4.888888889,5
11,17,2013,11/17/2013,0.4826,15.1,1.89,91.7,0.01,6.222222222,4.888888889,7,6.722222222
11,18,2013,11/18/2013,0.0254,4.3,8.46,87.7,0.04,0.722222222,-1.222222222,5.888888889,6.222222222
11,19,2013,11/19/2013,0,6.5,3.59,89.5,0.02,0.5,-1.111111111,5.388888889,5.777777778
11,20,2013,11/20/2013,0,10.1,5.53,81.5,0.03,0.888888889,-1.888888889,5.222222222,5.611111111
11,21,2013,11/21/2013,0.0762,10.1,4.22,90.4,0.02,0.277777778,-1.111111111,4.777777778,5.277777778
11,22,2013,11/22/2013,0,7.2,10.42,86.7,0.05,-0.111111111,-2.111111111,4.277777778,4.888888889
11,23,2013,11/23/2013,0.0254,8.8,3.5,91,0.02,2.277777778,1,4.5,4.777777778
11,24,2013,11/24/2013,0.9652,10.9,0.82,95.3,0,3,2.277777778,5.111111111,5.388888889
11,25,2013,11/25/2013,0.6604,13.7,0.9,91.7,0.01,-0.277777778,-1.5,4.277777778,5.111111111
11,26,2013,11/26/2013,0.0762,7.7,11.02,83.8,0.05,-6.5,-8.777777778,3,4.111111111
11,27,2013,11/27/2013,0.0508,3.8,9.45,81.9,0.04,-6.722222222,-9.277777778,2.111111111,3.222222222
11,28,2013,11/28/2013,0,7.1,10.9,86.5,0.05,-1.222222222,-3.222222222,2,2.888888889
11,29,2013,11/29/2013,0.9144,11.4,4.22,88.6,0.02,1.5,-0.222222222,2.222222222,2.888888889
11,30,2013,11/30/2013,0.3302,7.7,2.11,94.1,0.01,7.277777778,6.388888889,4.111111111,4.111111111
12,1,2013,12/1/2013,0.4572,14.6,2.63,91.7,0.01,-1.111111111,-2.277777778,4.111111111,4.388888889
12,2,2013,12/2/2013,0.0254,8.3,7.49,92,0.04,-0.5,-1.611111111,3,3.5
12,3,2013,12/3/2013,0.0508,17.7,1.62,88.3,0.01,0,-1.777777778,3.111111111,3.611111111
12,4,2013,12/4/2013,0,7.5,11.62,85.2,0.05,-3.111111111,-5.277777778,2.277777778,3
12,5,2013,12/5/2013,0.2286,15.3,4,93,0.02,-0.111111111,-1.111111111,2.222222222,2.777777778
12,6,2013,12/6/2013,0,9.8,7.35,89.5,0.04,0.611111111,-1,2.388888889,2.888888889
12,7,2013,12/7/2013,0,8.1,10.49,86.6,0.06,1.277777778,-0.777777778,2.777777778,3.111111111
12,8,2013,12/8/2013,0,19.3,3.32,81.4,0.02,-2.277777778,-5.111111111,2.277777778,3
12,9,2013,12/9/2013,0,10.3,5.45,82.1,0.03,-2.111111111,-4.722222222,1.722222222,2.5
12,10,2013,12/10/2013,0,9.1,8.87,86.7,0.06,6.222222222,4.111111111,2.277777778,2.611111111
12,11,2013,12/11/2013,0,9.2,1.83,95.6,0.01,7.611111111,7,4.777777778,4.388888889
12,12,2013,12/12/2013,0.0254,10.5,1.66,94.9,0.01,3.388888889,2.611111111,4.888888889,4.777777778
12,13,2013,12/13/2013,0,5.5,9.17,90.3,0.05,2.888888889,1.388888889,4.5,4.611111111
12,14,2013,12/14/2013,0,12.7,3.88,86.1,0.02,4.722222222,2.5,4.722222222,4.722222222
12,15,2013,12/15/2013,0.4826,15.4,1.32,85.6,0.01,2.722222222,0.5,4.888888889,4.888888889
12,16,2013,12/16/2013,0,6.9,2.51,88.1,0.01,-1.111111111,-2.777777778,3.722222222,4.111111111
12,17,2013,12/17/2013,0,14.3,2.84,84.5,0.01,-4,-6.277777778,2.888888889,3.611111111
12,18,2013,12/18/2013,0,14.7,6.66,74.5,0.02,-10.38888889,-14.11111111,1.611111111,2.611111111
12,19,2013,12/19/2013,0.0254,15.5,5.63,75.9,0.02,-13.27777778,-16.72222222,0.611111111,1.611111111
12,20,2013,12/20/2013,0,10.8,8.64,76.7,0.03,-11.11111111,-14.38888889,0,0.888888889
12,21,2013,12/21/2013,0,17.4,7.34,72.1,0.04,-1.722222222,-6.222222222,-0.222222222,0.611111111
12,22,2013,12/22/2013,0,10.4,1.38,88.8,0.01,3.611111111,1.777777778,0,0.722222222
12,23,2013,12/23/2013,0,19.6,2.92,93.5,0.02,8.222222222,7.222222222,0.111111111,0.888888889
12,24,2013,12/24/2013,0,20.2,6.3,80.8,0.02,-9.388888889,-12.11111111,0.888888889,1.611111111
12,25,2013,12/25/2013,0.0254,6.3,9,74.6,0.03,-10.38888889,-14.11111111,0.5,1.222222222
12,26,2013,12/26/2013,0,6.6,2.89,92,0.01,-3.388888889,-4.5,0.277777778,1
12,27,2013,12/27/2013,0,8.4,3.2,95.3,0.02,0,-0.722222222,0.277777778,1
12,28,2013,12/28/2013,0.0254,8.3,3.24,96.8,0.02,5.222222222,4.722222222,0.388888889,1.111111111
12,29,2013,12/29/2013,0,7.7,2.06,94.9,0.01,0.222222222,-0.5,0.777777778,1.388888889
12,30,2013,12/30/2013,0,5.7,2.19,95.9,0.01,-0.611111111,-1.222222222,1.222222222,1.722222222
12,31,2013,12/31/2013,0,7.6,1.42,95.4,0.01,1,0.388888889,1.888888889,2
1,1,2013,1/1/2013,0.0254,11.5,1.43,96.7,0.01,5.888888889,5.388888889,2.888888889,2.611111111
1,2,2013,1/2/2013,0.0508,14.1,4.71,94.6,0.04,11.88888889,11,5.722222222,4.611111111
1,3,2013,1/3/2013,0,7.1,2.26,97.1,0.02,10.77777778,10.38888889,6.888888889,5.888888889
1,4,2013,1/4/2013,0.5334,19.8,2.89,92.3,0.02,13.72222222,12.5,8.722222222,7.277777778
1,5,2013,1/5/2013,0,20.9,3.48,77.1,0.02,-0.888888889,-4.388888889,6.277777778,6.5
1,6,2013,1/6/2013,0,13.5,10.66,72.5,0.04,-7.388888889,-11.61111111,2.777777778,3.888888889
1,7,2013,1/7/2013,0.0254,7.5,11.24,69.6,0.05,-7.277777778,-12.11111111,1.5,2.611111111
1,8,2013,1/8/2013,0,6.9,4.31,77.3,0.02,-6.111111111,-9.5,0.888888889,2
1,9,2013,1/9/2013,0.0762,13,6.49,91.9,0.03,-4.777777778,-5.888888889,0.777777778,1.611111111
1,10,2013,1/10/2013,0.2794,25.2,8.06,84.2,0.02,-15.77777778,-17.88888889,0.722222222,1.388888889
1,11,2013,1/11/2013,0.0508,14.7,11.32,76.5,0.02,-18.72222222,-21.88888889,0.222222222,1
1,12,2013,1/12/2013,0,8.2,12.3,74.7,0.03,-20.22222222,-23.5,-0.222222222,0.722222222
1,13,2013,1/13/2013,0,6.8,12.09,79.2,0.03,-18,-20.72222222,-0.777777778,0.277777778
1,14,2013,1/14/2013,0,4.8,10.61,83.4,0.03,-14.38888889,-16.61111111,-1,0.111111111
1,15,2013,1/15/2013,0.9144,14.6,2.85,91.1,0.01,-5.111111111,-6.277777778,-0.777777778,0
1,16,2013,1/16/2013,0.1778,24.1,11.33,77.3,0.03,-16,-19.11111111,-0.611111111,0
1,17,2013,1/17/2013,0.0254,12.1,12.04,65.9,0.03,-20,-24.72222222,-0.777777778,0
1,18,2013,1/18/2013,0,11.4,11.13,66.1,0.02,-17.11111111,-21.88888889,-1,-0.111111111
1,19,2013,1/19/2013,0.0254,9.4,6.35,88.4,0.03,-7.388888889,-9,-0.777777778,-0.111111111
1,20,2013,1/20/2013,0,6.7,12.05,89.2,0.06,-1.888888889,-3.5,-0.5,-0.111111111
1,21,2013,1/21/2013,0.4572,16.2,4.11,93.4,0.02,1.277777778,0.277777778,-0.277777778,-0.111111111
1,22,2013,1/22/2013,0.889,15.5,10.43,87.5,0.06,3.777777778,1.888888889,-0.111111111,0
1,23,2013,1/23/2013,0.0254,10.9,7.15,79.5,0.03,-4.277777778,-7.277777778,0,0
1,24,2013,1/24/2013,0.381,15.8,1.95,90.1,0.01,-1.611111111,-3,0,0.111111111
1,25,2013,1/25/2013,0,19.4,11.2,80.7,0.03,-12.22222222,-14.88888889,-0.5,0.222222222
1,26,2013,1/26/2013,0.127,9.4,3.15,86.1,0.01,-9.388888889,-11.27777778,-1.388888889,0.111111111
1,27,2013,1/27/2013,0.762,9.6,2.03,89.8,0.01,-4.777777778,-6.222222222,-0.722222222,0
1,28,2013,1/28/2013,0,7.6,13.42,75.1,0.03,-18.5,-21.88888889,-1.777777778,-0.111111111
1,29,2013,1/29/2013,0,6.3,11.98,76.8,0.04,-12.11111111,-15.38888889,-2.277777778,-0.388888889
1,30,2013,1/30/2013,0,7.8,8.43,86.8,0.03,-7.888888889,-9.722222222,-2,-0.611111111
1,31,2013,1/31/2013,0,13.3,8.02,83.2,0.05,1.777777778,-0.777777778,-1,-0.5
2,1,2013,2/1/2013,0.0254,4.2,5.45,93.9,0.03,0.777777778,-0.111111111,-0.277777778,-0.277777778
2,2,2013,2/2/2013,0.0254,7.9,9.72,92.9,0.06,1.888888889,0.888888889,-0.222222222,-0.222222222
2,3,2013,2/3/2013,0.635,12.2,3.83,91,0.02,0.111111111,-1.222222222,-0.111111111,-0.222222222
2,4,2013,2/4/2013,0.2794,15,1.84,93.7,0.01,1.722222222,0.777777778,-0.111111111,-0.222222222
2,5,2013,2/5/2013,0,12.8,4.97,88.6,0.02,-0.888888889,-2.5,0,-0.111111111
2,6,2013,2/6/2013,0,7.7,2.06,89.1,0.01,-2.222222222,-3.722222222,0,-0.111111111
2,7,2013,2/7/2013,0,7.4,2.97,88.3,0.01,-2.722222222,-4.277777778,0,0
